Amsterdam, AMS, 52.370216, 4.895168
Athens, ATH, 37.983917, 23.729360
Frankfurt, FRA, 50.110922, 8.682127
Glasgow, GLA, 55.864237, -4.251806
London, LHR, 51.507351, -0.127758
Melbourne, MEL, -37.814107, 144.963280
Paris, CDG, 48.856614, 2.352222
Seoul, ICN, 37.566535, 126.977969
Dubai, DXB, 25.204849, 55.270783
Washington, IAD, 38.907192, -77.036871
